Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
14,13,15,12,13,12
6,22,4,29,12,18
5,21,5,29,11,17
4,21,6,29,11,16
3,22,7,28,12,15
2,23,8,27,13,14
2,24,9,26,13,14
2,25,10,25,13,14
2,26,11,24,13,14
2,27,12,23,13,14
3,28,13,22,12,15
3,28,14,21,11,16
3,28,15,20,10,17
3,28,14,19,9,18
3,28,13,18,8,19
3,28,12,17,7,20
2,27,11,16,6,21
2,26,10,17,5,22
2,25,9,18,4,21
2,25,8,19,3,22
2,25,8,19,2,23
2,26,8,19,1,24
3,26,8,19,2,25
2,27,8,19,3,26
1,26,8,19,2,27
2,25,8,19,1,26
2,24,8,19,2,25
2,23,8,19,2,24
3,22,8,19,2,23
4,21,8,19,3,22
5,20,8,19,4,21
6,21,8,19,5,20
7,20,9,18,6,21
8,19,10,17,7,20
9,18,11,16,8,19
10,17,12,15,9,18
11,16,13,14,10,17
12,15,13,14,11,16
13,14,14,13,12,15
14,13,15,12,13,14
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
14,11,13,12,15,12
13,12,14,13,14,11
14,13,15,12,13,12
15,12,14,11,14,13
