Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,17,12,18,12,16
12,27,23,22,18,17
13,28,22,21,17,18
14,28,21,20,16,19
14,27,20,19,15,20
13,26,19,18,14,21
12,26,18,17,13,22
11,25,17,18,12,23
10,25,16,19,11,24
9,26,15,20,10,25
8,27,15,20,9,26
7,28,15,20,8,27
6,28,15,20,7,28
5,28,15,20,6,28
4,28,14,20,5,28
3,28,13,20,4,28
2,28,12,20,3,28
1,28,11,20,2,28
2,28,10,20,1,28
3,27,9,20,2,28
4,26,9,21,3,27
5,25,8,22,4,26
6,24,8,22,5,25
7,23,9,21,6,24
8,22,10,20,7,23
9,21,11,19,8,22
10,20,12,18,9,21
11,19,12,18,10,20
12,18,13,17,11,19
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
13,17,12,16,12,18
12,16,11,17,13,17
11,17,12,18,12,16
12,18,13,17,11,17
