Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,0,11,17,11,3
4,6,6,7,26,27
5,6,7,8,25,26
4,5,8,9,24,25
4,5,9,10,23,24
4,5,10,11,22,23
5,6,11,12,21,22
5,6,12,13,20,21
5,6,13,14,19,20
4,5,14,15,18,19
5,4,15,16,17,19
6,3,15,17,16,19
7,2,15,18,15,19
8,1,15,19,14,20
9,0,14,20,13,19
10,0,13,19,12,18
11,0,12,18,11,17
12,0,11,18,10,16
13,1,10,17,9,15
14,1,9,16,8,14
15,2,8,15,9,13
14,1,8,15,10,12
13,0,9,15,11,11
12,0,10,16,12,10
11,0,11,17,11,9
11,0,11,17,11,8
11,0,11,17,11,7
11,0,11,17,11,6
11,0,11,17,11,5
11,0,11,17,11,4
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
11,0,11,17,11,3
