Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,1,2,1,1,1
24,26,18,1,10,28
25,25,17,2,11,28
26,24,16,3,12,28
27,23,15,4,13,28
27,22,14,5,14,28
27,21,13,6,15,28
26,20,12,7,16,28
25,19,11,8,17,28
24,18,10,9,18,27
23,17,9,10,19,26
22,16,8,11,20,25
21,15,7,12,21,24
20,14,8,11,22,23
19,13,9,10,23,22
18,12,10,10,24,21
17,11,11,11,25,20
16,10,12,10,26,20
15,9,13,10,27,21
14,9,13,11,27,21
13,10,14,12,27,22
13,11,15,13,27,23
14,12,16,14,27,23
15,13,17,14,27,23
16,13,18,14,27,23
17,13,19,15,27,23
17,13,20,16,27,23
17,13,21,17,27,23
17,13,22,18,27,23
17,13,23,19,27,23
17,13,24,20,27,23
17,13,25,21,27,23
17,13,26,22,27,23
17,13,27,23,28,24
17,13,28,24,27,25
17,13,27,25,26,24
17,13,26,24,25,23
17,13,25,23,24,22
17,13,24,22,23,21
17,13,23,21,22,20
17,13,22,20,21,19
17,13,21,19,22,18
17,13,22,18,21,17
17,13,21,17,20,16
17,13,20,16,19,15
16,12,19,15,18,14
15,11,18,14,17,13
14,10,17,13,16,12
13,9,16,12,15,11
12,8,15,11,14,10
11,7,14,10,13,9
11,7,13,9,12,8
10,6,12,8,11,7
9,5,11,7,10,6
8,4,10,6,9,5
7,3,9,5,8,4
6,2,8,4,7,3
5,1,7,3,6,2
4,1,6,2,5,1
3,1,5,1,4,1
2,1,4,1,3,1
1,1,3,1,2,1
2,1,2,1,1,1
