Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,4,7,5,6,3
12,1,12,6,5,2
13,2,11,7,6,1
14,3,10,6,7,1
13,4,9,5,8,1
12,5,8,4,9,1
11,6,7,3,10,1
10,6,8,2,11,2
9,5,9,1,12,3
8,4,10,1,11,4
8,3,11,2,10,5
9,2,12,3,9,5
10,1,11,4,8,4
11,2,10,5,7,4
12,3,9,6,7,3
11,4,8,5,8,2
10,5,7,4,8,1
9,6,6,3,9,1
8,5,7,2,10,2
7,4,8,1,11,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
7,4,8,1,10,2
6,3,9,1,11,3
7,3,10,2,11,4
8,2,11,3,10,5
9,1,11,4,9,6
9,2,10,5,8,6
10,3,9,6,7,5
11,4,8,6,6,4
10,4,7,5,6,3
9,5,6,4,7,2
8,6,6,3,8,1
8,5,7,2,9,1
