Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,29,27,28,27,28
11,23,6,5,3,15
12,23,5,6,2,16
13,23,4,7,3,17
14,22,3,8,4,18
15,21,2,9,5,19
15,21,2,10,6,20
15,21,2,11,7,21
15,21,1,12,8,22
15,20,2,13,9,23
14,19,2,14,10,24
13,18,2,15,11,24
12,17,2,16,12,23
11,16,3,17,13,23
10,15,4,18,14,23
9,14,5,19,15,22
8,14,6,20,16,21
7,15,7,21,16,22
6,15,8,22,17,23
5,16,9,23,18,24
4,17,10,24,19,25
3,17,11,25,20,26
3,17,12,26,21,27
3,17,13,27,22,28
3,17,14,28,21,27
3,17,15,28,20,26
3,17,16,28,19,25
3,17,17,27,18,24
3,17,18,26,17,23
3,17,19,25,16,22
4,16,18,24,15,21
5,15,17,23,14,20
6,14,16,22,13,19
7,13,15,21,12,18
8,14,15,21,11,17
8,14,15,21,10,16
7,13,15,21,9,15
6,12,15,21,8,14
5,11,15,21,7,13
4,10,15,21,6,12
3,9,15,21,5,11
2,8,15,21,4,10
2,8,15,21,3,9
2,7,15,21,2,8
2,6,15,21,2,7
2,5,15,20,2,6
3,4,15,19,2,5
4,5,15,18,3,4
5,6,16,17,4,5
6,7,15,16,5,6
7,8,14,15,6,7
8,9,13,14,7,8
9,10,12,13,8,9
10,11,12,13,9,10
11,12,13,14,10,11
12,13,14,15,11,12
13,14,15,16,12,13
14,15,16,17,13,14
15,16,17,18,14,15
16,17,18,19,15,16
17,18,19,20,16,17
18,19,20,21,17,18
19,20,21,22,18,19
20,21,22,23,19,20
21,22,23,24,20,21
22,23,24,25,21,22
23,24,25,26,22,23
24,25,26,27,23,24
25,26,27,28,24,25
26,27,27,28,25,26
27,28,28,29,26,27
28,29,27,28,27,28
