Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,3,26,1,25,2
24,10,16,3,8,1
23,10,15,2,9,1
22,9,14,1,10,1
21,8,13,1,10,1
20,8,12,1,9,1
19,8,11,1,8,1
18,8,10,1,7,1
17,8,9,1,6,1
16,8,8,1,5,1
15,8,7,1,4,1
14,8,6,1,3,1
13,7,5,1,2,1
12,8,4,1,2,1
11,8,3,1,2,1
10,8,2,1,1,1
9,8,1,1,2,1
8,8,2,1,3,2
8,7,3,2,4,3
7,6,4,3,5,4
8,7,5,4,6,5
9,8,6,5,7,6
10,9,7,6,8,7
11,10,8,7,9,8
12,11,9,8,10,9
13,12,10,9,11,10
14,13,11,10,12,11
15,14,12,11,13,12
15,14,13,12,14,13
16,15,14,13,15,14
15,16,15,14,16,15
14,15,16,15,15,16
15,14,15,16,14,15
16,13,14,15,15,14
17,12,15,14,16,13
18,11,16,13,17,12
19,10,17,12,18,11
20,9,18,11,19,10
21,8,19,10,20,9
22,7,20,9,21,8
23,6,21,8,22,7
24,5,22,7,23,6
25,4,23,6,24,5
26,3,24,5,25,4
27,2,25,4,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
26,1,26,3,27,2
25,2,27,2,26,1
26,3,26,1,25,2
27,2,25,2,26,3
