Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,11,19,6,18,8
25,5,12,13,12,0
26,6,11,12,13,0
26,7,10,11,14,0
25,8,9,10,15,1
24,9,8,9,16,2
23,10,7,8,17,3
23,11,6,7,18,4
24,12,7,6,19,5
24,13,8,5,20,6
23,14,9,4,21,7
22,15,10,3,22,8
21,16,11,2,23,9
20,17,12,1,22,10
19,18,13,0,21,11
18,17,14,0,20,12
17,16,15,0,20,13
16,15,16,0,20,14
15,14,17,0,19,15
14,13,18,1,18,14
13,12,19,2,17,13
12,11,20,3,16,12
11,10,21,4,15,11
10,9,22,5,14,10
11,8,23,6,13,9
12,7,24,7,12,8
13,6,23,8,12,7
14,7,22,9,13,6
15,8,23,8,14,7
16,9,22,7,15,8
17,8,21,6,16,9
18,7,22,7,17,8
19,6,22,8,18,7
20,7,21,9,19,6
21,8,20,10,20,7
20,9,19,9,21,8
19,9,20,8,21,9
19,8,21,9,20,10
20,7,20,10,19,9
21,8,19,10,18,10
22,9,18,10,17,10
22,10,17,10,16,9
22,10,16,9,17,8
21,11,17,8,18,9
22,10,16,8,19,8
21,11,17,7,19,8
20,12,18,6,19,9
19,11,19,6,18,9
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
20,10,18,6,19,8
19,11,19,6,18,8
