Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
15,20,3,19,12,20
9,26,2,13,4,24
10,25,2,14,5,25
11,24,2,15,6,24
12,23,2,16,7,23
13,22,2,17,8,22
14,21,2,18,9,21
15,20,3,19,10,20
15,19,3,20,11,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
15,19,3,20,12,19
15,20,3,19,12,20
