Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
0,29,27,5,5,29
6,25,10,5,16,20
6,26,9,6,15,21
5,26,10,5,14,22
5,27,11,4,13,23
5,26,12,5,12,22
5,25,11,6,13,23
4,25,12,7,12,24
5,25,13,6,13,25
5,26,14,5,14,26
4,26,15,4,15,27
4,27,16,3,16,28
4,26,17,2,15,28
4,27,16,3,15,27
4,26,17,4,14,26
4,27,18,3,13,27
4,28,17,4,12,26
4,29,16,5,11,25
4,29,17,4,10,26
3,29,18,3,9,27
3,29,19,2,8,28
2,29,20,3,7,28
2,29,21,4,7,29
2,29,20,5,8,28
2,29,21,4,8,29
2,28,20,5,8,29
2,29,21,4,8,29
2,29,22,5,9,28
2,29,23,4,8,28
1,29,24,5,7,28
1,28,23,6,7,29
1,27,24,7,8,28
1,26,23,8,7,28
1,27,22,9,6,28
1,28,23,8,5,28
1,29,24,9,5,27
1,29,23,9,6,28
1,28,24,8,5,28
1,29,25,8,5,29
1,28,26,8,5,29
1,29,27,7,5,29
1,29,26,6,5,29
0,29,27,5,5,29
