Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,4,10,22,1,18
27,1,8,17,11,26
26,1,9,18,12,25
26,0,8,19,11,24
25,0,7,20,12,23
24,0,8,21,13,22
24,1,9,20,14,21
24,2,10,19,15,20
23,2,11,18,16,19
23,1,12,17,15,18
22,1,13,16,14,17
22,0,14,15,13,18
22,0,13,14,12,18
22,0,12,15,12,19
21,0,13,14,11,18
21,1,12,15,10,19
21,0,13,16,9,18
21,0,12,15,8,18
21,0,12,16,7,19
21,0,11,15,6,20
21,1,12,16,7,19
21,2,11,15,6,20
21,3,10,16,5,19
20,3,9,15,4,19
20,2,8,16,5,20
21,2,9,17,4,21
21,3,10,18,3,22
21,4,11,19,3,23
22,4,10,20,4,22
22,5,11,21,3,21
21,5,10,22,3,20
20,5,11,23,2,19
20,4,10,22,1,18
