Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,14,8,1,27,15
28,10,3,0,22,17
28,11,2,1,23,16
27,11,2,2,24,17
27,12,3,1,23,17
27,13,3,0,22,16
27,12,3,0,23,15
27,13,2,1,24,15
27,14,2,2,23,14
27,13,3,1,24,13
26,13,3,0,25,14
26,14,4,1,24,13
26,13,4,0,25,12
26,12,5,1,24,13
27,12,5,0,24,14
27,13,4,1,24,15
26,13,4,0,25,16
25,13,5,1,24,17
25,14,5,0,24,16
24,14,6,1,25,16
25,14,7,1,26,15
24,14,7,0,25,16
24,13,7,0,26,15
23,13,6,1,25,16
23,12,6,0,24,15
23,13,6,0,23,14
24,13,7,1,24,14
25,13,8,1,23,14
24,13,9,1,23,13
25,13,9,0,24,13
25,12,8,1,24,12
25,13,8,0,24,13
25,14,9,1,24,14
24,14,9,0,24,13
25,14,8,1,25,13
25,13,8,2,26,13
26,13,9,1,26,14
26,14,9,0,27,14
27,14,8,1,27,15
