Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,24,18,11,18,11
10,25,9,8,22,11
10,24,8,7,23,12
10,25,7,7,22,11
10,26,8,6,23,10
10,25,9,6,24,9
9,25,8,7,25,10
9,26,7,8,26,11
8,26,8,8,25,10
8,25,7,7,26,11
8,26,8,6,25,10
8,25,9,5,26,11
7,25,10,6,25,10
7,26,11,7,24,9
7,25,12,6,23,8
7,24,11,5,24,8
7,25,12,6,23,7
7,26,13,5,22,8
7,25,14,4,21,9
7,26,13,3,22,10
7,27,14,4,23,11
6,27,15,5,23,12
6,26,16,5,22,11
5,26,17,6,21,12
5,25,18,5,20,11
4,25,19,6,19,10
4,24,20,7,18,9
4,25,19,6,17,8
3,25,20,7,18,9
4,25,21,8,17,8
4,26,20,9,18,9
4,25,19,10,17,10
4,24,18,11,18,11
