Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
7,19,16,4,6,19
3,18,26,0,12,14
2,18,27,1,11,13
2,17,27,2,10,14
2,18,26,3,9,13
2,17,25,4,8,14
2,18,24,5,7,15
2,17,23,4,6,16
2,18,22,3,6,15
2,17,21,2,5,16
3,17,21,1,5,15
3,16,20,2,6,16
2,16,21,3,5,16
2,15,22,2,4,16
3,15,23,1,4,15
3,14,22,1,4,16
3,13,22,0,3,17
2,13,22,0,2,17
2,14,23,1,3,16
2,15,23,0,3,15
2,14,22,1,3,16
3,14,22,0,4,16
4,14,22,0,3,15
4,15,23,1,4,14
4,16,22,1,3,14
4,15,22,2,2,14
4,14,21,1,3,15
4,15,22,2,4,16
4,14,21,3,3,16
5,14,20,4,3,15
5,15,21,3,3,14
5,16,20,2,2,15
5,15,19,3,1,16
5,14,20,2,2,15
5,15,21,1,3,14
5,16,20,2,4,13
5,17,21,1,3,14
5,18,20,0,3,15
6,18,20,0,3,16
6,17,21,1,4,16
6,18,20,0,5,16
7,18,19,1,6,17
6,18,20,0,7,18
6,19,19,1,6,18
5,19,18,2,5,18
6,19,17,3,5,19
7,19,16,4,6,19
