Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,12,12,8,14,26
14,6,9,4,20,28
13,6,8,4,21,29
13,5,8,3,20,28
12,5,9,4,19,27
12,6,8,5,20,28
12,5,9,4,19,27
12,6,10,3,20,26
12,7,9,3,21,25
12,8,8,4,22,24
12,9,7,5,21,23
11,9,6,6,22,22
10,9,7,5,23,21
9,9,6,4,22,21
9,8,6,5,22,20
9,9,6,4,21,20
8,9,6,5,20,20
8,8,6,6,19,20
7,8,5,7,18,20
6,8,4,8,17,20
5,8,3,9,16,20
5,9,4,8,15,20
4,9,5,9,15,19
4,10,6,10,15,20
4,11,5,11,14,20
4,10,6,10,13,20
4,11,7,11,12,20
3,11,8,12,13,20
3,12,9,11,13,21
3,13,8,10,14,20
3,12,9,9,15,21
3,11,10,10,16,22
3,12,11,11,17,23
3,11,12,10,16,24
3,12,13,9,15,25
2,12,12,8,14,26
