Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,19,26,8,15,13
8,23,18,3,23,0
8,24,19,4,23,1
8,23,20,5,22,1
8,24,19,4,22,0
8,25,18,3,22,0
8,24,19,2,22,0
8,25,20,2,21,1
7,25,21,1,20,2
6,25,22,2,19,3
6,24,21,3,18,4
6,23,20,2,19,5
6,22,19,3,18,4
5,22,20,4,19,5
5,23,19,5,20,6
4,23,20,4,19,7
3,23,21,3,18,8
3,24,20,4,19,9
3,23,19,4,20,10
3,22,18,5,19,11
3,23,19,6,18,12
3,22,20,7,17,13
3,23,21,8,18,14
4,23,22,9,17,15
3,23,23,9,18,16
3,22,24,8,17,15
2,22,25,9,16,14
2,21,24,8,17,15
3,21,25,9,18,16
3,20,26,8,17,15
3,19,25,9,16,14
4,19,26,8,15,13
