Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,20,11,8,5,13
14,21,22,12,16,4
13,21,23,11,15,5
13,20,24,10,14,6
12,20,23,11,13,7
12,21,24,10,14,6
12,20,25,9,13,5
12,21,26,8,12,4
13,21,27,7,11,3
13,22,26,6,12,4
14,22,25,7,11,5
14,21,24,8,10,6
14,22,23,9,9,5
13,22,22,8,8,6
13,21,21,9,9,7
13,22,20,10,10,8
12,22,19,11,11,9
12,23,18,10,10,8
12,24,17,11,9,7
11,24,18,10,8,8
10,24,17,9,7,9
10,23,16,10,8,10
9,23,15,9,7,11
10,23,14,8,6,10
9,23,13,9,5,11
9,22,12,8,4,10
9,21,11,7,5,11
9,20,12,7,4,12
8,20,11,8,5,13
