Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,22,14,8,0,23
10,20,21,3,11,6
9,20,22,2,12,7
9,19,23,1,11,8
9,20,22,1,10,9
9,21,22,2,9,10
9,22,21,3,8,11
9,21,20,4,9,12
8,21,21,3,10,13
8,22,21,2,9,14
8,23,20,3,8,15
8,24,19,2,7,16
8,23,20,3,6,15
8,24,19,4,7,16
8,23,18,3,6,17
8,22,19,2,5,18
7,22,18,3,6,18
6,23,19,2,5,19
6,22,18,3,4,20
6,21,17,4,5,19
7,21,16,5,5,20
6,21,17,6,4,21
6,22,18,6,3,22
5,22,19,7,2,23
5,21,20,6,1,24
5,20,19,7,1,25
5,21,18,8,2,24
5,22,17,9,3,25
6,22,16,10,3,24
6,23,17,9,3,25
5,23,16,10,3,26
5,22,17,9,3,25
4,22,18,10,4,25
4,21,19,11,3,26
3,21,18,10,4,25
2,21,19,11,5,24
2,22,20,12,4,23
1,22,19,11,3,23
2,22,20,12,3,22
3,22,19,13,3,23
3,23,18,12,4,23
3,22,17,11,4,24
3,21,18,10,5,23
4,21,19,9,4,24
5,21,20,8,5,23
5,22,19,7,6,22
4,22,20,8,6,23
4,23,21,7,5,23
5,23,20,8,4,23
4,23,19,9,4,22
4,22,20,8,4,23
3,22,19,9,4,22
3,21,18,10,3,22
2,21,19,9,2,22
2,20,18,10,2,21
2,21,19,9,3,21
1,21,20,8,2,21
1,22,21,7,2,20
2,22,20,8,2,21
3,22,19,9,1,21
3,23,18,8,2,20
3,24,17,7,3,20
4,24,17,8,4,21
3,24,16,8,3,22
3,23,15,9,2,23
2,23,14,10,2,24
2,22,13,9,1,24
1,22,14,8,0,23
