Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,7,22,5,29,6
27,2,5,2,19,3
27,3,4,1,20,4
27,4,5,1,19,5
27,5,5,2,20,6
26,5,4,1,19,7
25,5,4,2,20,6
25,4,5,3,21,7
26,4,4,2,22,7
26,3,3,1,22,8
26,2,3,0,23,7
26,3,3,0,24,6
27,3,2,1,25,7
26,3,2,2,24,6
26,4,3,3,23,5
26,3,4,4,24,6
26,2,3,5,23,5
27,2,4,4,24,6
27,1,5,5,25,7
26,1,4,6,24,6
26,2,5,7,25,7
26,1,6,6,24,6
26,2,7,5,25,5
26,1,8,4,26,6
26,2,9,5,25,5
25,2,10,4,24,4
25,1,9,5,25,5
24,1,10,4,26,6
24,2,11,5,27,7
23,2,12,6,28,6
23,1,13,5,27,7
23,0,14,6,28,6
23,1,15,7,27,5
23,2,16,6,28,4
22,2,17,7,27,5
22,3,16,8,28,4
23,3,15,9,27,5
24,3,16,10,26,4
24,4,17,11,25,3
24,5,18,12,26,4
25,5,17,11,26,3
25,6,17,12,26,4
25,7,18,12,26,5
25,6,18,11,27,5
24,6,19,10,26,5
24,5,20,9,26,6
24,6,19,10,25,5
25,6,20,10,24,4
25,7,21,9,25,5
25,8,22,10,26,4
25,7,23,9,27,5
26,7,24,8,28,6
26,6,23,7,27,5
27,6,22,8,28,6
28,6,23,7,28,5
27,6,24,6,27,5
27,7,23,6,28,5
28,7,22,5,29,6
