Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,7,6,15,3,11
8,6,3,17,7,25
7,6,2,16,6,24
6,6,3,15,7,25
5,6,3,16,8,24
5,5,4,17,9,25
4,5,5,18,8,24
4,4,6,17,9,23
4,3,7,18,10,22
4,2,6,19,9,21
4,1,7,18,10,22
4,2,8,17,11,23
3,2,9,18,11,22
3,1,10,17,12,21
3,0,11,18,11,20
3,1,10,19,12,21
3,2,11,18,13,20
4,2,12,17,12,19
4,3,11,18,13,19
3,3,10,19,12,18
4,3,10,18,13,19
3,3,11,19,14,18
3,4,12,20,13,17
3,3,13,19,12,16
3,4,14,18,11,15
4,4,13,19,10,16
4,3,14,18,11,15
4,4,15,17,10,16
4,5,14,16,9,17
4,6,15,17,10,16
4,7,14,16,11,15
3,7,13,17,10,16
3,6,12,18,9,17
2,6,13,19,8,16
3,6,12,18,9,15
3,7,11,17,10,14
2,7,12,18,9,13
3,7,11,17,8,14
4,7,10,16,7,15
4,6,11,17,8,14
4,5,12,16,7,13
4,6,13,17,6,14
4,7,12,18,5,15
3,7,11,17,6,14
3,8,12,18,7,13
3,9,11,17,6,12
2,9,10,18,5,11
3,9,9,17,4,12
4,9,8,16,3,11
3,9,7,17,2,11
2,9,7,16,3,12
1,9,6,15,3,11
1,8,6,14,4,10
2,7,7,15,3,11
2,6,6,16,2,11
2,7,7,16,3,12
1,7,6,15,3,11
