Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,11,18,0,4,20
3,10,8,1,8,24
2,10,9,0,8,23
2,11,10,1,7,22
2,12,11,2,6,23
3,12,12,1,5,22
3,11,13,0,4,23
3,12,12,1,3,24
2,12,11,2,2,24
2,13,10,3,3,25
3,13,11,2,2,24
4,13,10,3,1,23
4,14,11,2,2,22
4,15,12,3,3,21
4,14,11,4,4,22
3,14,12,3,3,22
2,14,13,2,4,21
2,13,12,3,5,21
2,14,13,2,6,20
3,14,14,1,5,21
3,13,15,2,4,22
2,13,16,1,3,22
2,12,17,2,4,23
2,11,17,3,3,24
2,12,18,2,3,23
3,12,19,1,3,22
3,13,18,0,2,21
2,13,17,1,3,20
2,12,18,0,4,21
2,11,18,0,3,21
1,11,18,0,4,20
