Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
9,29,7,8,22,14
25,11,21,29,23,23
25,12,20,28,22,22
24,12,21,27,21,21
23,12,20,26,20,21
22,12,21,25,20,20
22,13,22,24,19,21
22,14,21,25,20,20
22,15,20,26,19,21
22,14,19,25,18,22
22,15,18,26,17,21
23,15,17,25,16,21
22,15,18,24,15,20
22,14,17,25,16,21
22,15,18,24,15,21
21,15,17,25,14,20
21,14,18,24,15,19
21,13,17,23,14,18
22,13,16,22,13,17
22,14,15,21,12,16
23,14,16,20,11,15
23,13,15,19,10,14
23,14,14,20,11,13
23,15,13,19,12,12
23,14,13,18,13,11
23,15,14,17,12,10
23,16,14,18,11,9
22,16,14,19,10,8
22,17,15,18,11,9
22,16,16,19,12,8
22,15,15,20,13,7
22,16,14,21,13,6
23,16,13,22,14,5
23,17,12,23,13,6
23,16,11,24,12,7
22,16,10,25,13,6
22,17,9,24,14,5
22,16,8,25,15,6
22,15,7,26,16,5
22,16,8,25,17,4
22,17,7,26,18,5
21,17,6,25,17,6
20,17,7,24,16,7
19,17,8,23,17,6
20,17,7,24,16,7
19,17,6,25,17,6
19,16,5,26,16,7
19,17,6,25,17,8
19,16,7,24,16,9
18,16,8,23,16,8
18,17,7,24,17,7
17,17,6,23,18,6
17,18,7,22,17,7
17,19,8,21,18,6
17,20,8,22,19,5
17,21,8,23,20,6
17,22,7,22,21,7
17,23,6,23,20,8
17,24,5,24,21,9
16,24,6,23,22,10
15,24,7,22,21,11
14,24,6,21,22,10
13,24,5,20,23,11
13,23,4,19,22,12
12,23,3,18,23,13
11,23,4,17,23,14
11,24,3,16,24,13
12,24,4,15,23,12
12,25,3,14,24,12
11,25,4,15,24,13
11,26,3,14,24,14
11,27,4,13,23,14
11,28,5,14,24,14
11,29,4,13,23,14
11,29,3,12,24,15
10,29,4,11,24,16
10,28,5,10,23,15
9,28,5,11,22,14
9,29,6,12,23,14
9,29,7,11,22,14
9,29,6,11,21,15
9,29,7,10,22,14
9,28,6,10,21,15
9,29,6,9,22,15
9,28,7,10,23,15
9,29,7,9,22,14
8,29,8,10,23,13
8,28,9,9,24,13
8,29,10,10,23,14
8,28,9,9,22,15
8,29,10,10,23,16
9,29,9,9,24,17
9,28,10,10,23,16
9,29,9,9,22,15
9,28,8,8,23,15
9,29,7,8,22,14
