Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,16,4,12,5,16
14,6,21,17,9,2
14,7,20,16,9,1
13,7,19,15,8,1
12,7,18,14,8,2
11,7,17,13,8,3
11,6,17,12,9,3
11,7,17,11,8,3
11,8,18,11,9,3
11,9,18,12,8,4
11,8,19,13,7,5
11,9,18,12,7,6
11,10,17,11,7,7
11,9,16,12,7,6
11,10,17,13,7,5
12,10,16,14,8,5
12,9,16,13,8,6
13,9,16,12,8,5
14,9,16,13,8,4
13,9,15,13,9,4
13,8,16,12,10,4
13,9,17,11,9,4
14,9,17,12,8,4
13,9,17,13,8,3
13,10,18,13,9,3
13,11,18,12,8,4
12,11,17,11,9,5
11,11,16,12,8,6
11,10,17,13,7,5
11,9,16,12,8,5
11,8,16,11,9,5
11,9,16,10,8,5
11,10,17,11,9,5
10,10,16,10,10,6
9,10,17,9,9,5
10,10,16,10,10,6
9,10,17,9,11,7
10,10,16,10,10,6
10,11,17,9,11,7
10,12,18,8,10,8
10,11,17,9,11,9
10,12,18,8,10,10
10,13,17,9,9,9
9,13,16,10,10,10
9,14,15,9,11,11
10,14,16,8,10,10
10,13,15,9,11,11
11,13,14,8,12,12
11,14,15,9,11,11
11,13,14,10,12,12
12,13,15,11,11,13
11,13,14,10,12,13
11,14,14,9,12,12
11,15,14,8,11,11
11,16,15,9,10,12
11,15,14,10,9,11
12,15,13,9,8,10
12,14,14,10,7,10
12,13,13,10,7,11
12,12,14,9,6,12
12,13,13,10,7,13
12,12,12,11,6,14
12,13,11,10,7,13
12,12,10,11,8,14
11,12,9,12,7,15
11,13,8,11,6,15
10,13,9,12,7,14
11,13,8,11,8,15
11,12,7,10,8,14
12,12,7,11,8,15
11,12,6,12,9,15
11,13,7,11,8,14
11,12,7,10,7,15
11,13,7,9,7,16
10,13,6,10,7,15
10,12,7,11,7,14
9,12,8,12,7,13
9,13,8,11,8,12
9,14,8,12,9,13
9,13,8,13,10,13
8,13,9,14,9,13
8,14,10,14,8,13
8,15,9,14,9,13
9,15,10,14,10,13
9,14,10,15,11,13
10,14,10,16,11,12
9,14,9,17,11,11
8,14,8,17,10,11
8,13,8,16,11,11
7,13,9,16,11,10
7,14,10,16,11,11
7,13,11,15,11,10
7,14,11,16,11,9
6,14,12,16,11,10
5,14,12,17,10,10
4,14,11,16,9,10
4,15,11,15,9,9
4,14,12,14,8,10
4,13,11,15,7,9
4,12,12,15,6,8
4,13,12,16,5,7
4,14,11,15,6,8
4,15,12,14,5,7
4,16,11,15,6,8
4,15,10,14,7,9
4,14,9,13,6,10
3,14,8,14,5,9
2,14,9,15,4,10
2,13,10,16,5,11
2,12,9,15,5,10
2,13,8,15,4,10
3,13,8,16,5,11
3,14,7,15,4,12
3,15,8,14,3,13
3,14,7,13,4,14
3,15,6,12,4,15
3,14,6,13,3,15
3,13,7,13,4,15
2,13,8,14,5,14
2,14,7,13,4,14
2,15,6,14,3,15
3,15,7,13,3,14
4,15,6,14,4,14
4,16,5,13,4,15
5,16,4,13,5,15
6,16,5,13,4,15
5,16,4,12,5,16
