Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,10,1,4,18,19
25,16,2,9,6,22
25,17,3,8,5,23
25,18,4,8,6,23
25,17,3,7,7,22
25,16,4,6,8,23
24,16,3,5,9,24
24,15,2,5,8,23
24,14,3,4,9,22
24,13,3,5,10,21
24,14,4,5,11,20
24,13,3,4,12,21
23,13,4,4,13,22
22,13,5,5,13,23
21,13,4,6,14,24
20,13,3,7,13,23
20,14,4,6,12,22
20,15,3,5,13,22
19,15,3,6,12,21
19,16,2,6,11,20
18,16,1,7,10,21
17,16,2,6,11,22
18,16,3,5,12,21
18,15,2,5,13,20
18,16,3,4,14,21
18,15,4,4,13,20
18,14,3,5,14,19
18,13,3,6,14,18
18,12,4,6,15,18
18,11,3,6,16,17
17,11,2,5,17,18
17,10,1,4,18,19
