Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,12,6,15,1,9
9,5,2,13,17,6
9,4,3,12,16,7
9,5,4,11,15,6
9,4,3,12,16,5
8,4,4,11,15,6
8,3,5,12,14,5
8,4,6,13,13,6
7,4,5,14,12,7
8,4,4,13,11,8
8,5,5,14,12,8
7,5,5,15,11,9
6,5,6,16,10,10
6,4,5,15,10,9
6,5,4,15,10,8
6,6,3,15,11,7
6,7,2,14,12,6
6,8,3,15,11,7
6,9,4,14,10,6
6,10,5,13,9,6
6,11,5,12,10,6
6,10,6,11,10,7
6,11,7,10,9,7
6,10,8,11,9,8
6,9,9,12,8,8
6,8,10,13,7,8
6,9,9,12,6,8
6,10,9,13,5,8
6,11,10,13,6,8
6,12,10,12,5,7
6,11,11,11,4,6
6,10,10,12,3,5
5,10,9,13,3,6
5,11,10,13,2,6
5,10,10,12,1,7
5,11,11,13,1,8
4,11,10,12,1,7
3,11,9,13,2,6
3,10,10,14,1,7
3,9,9,15,2,6
2,9,8,14,3,7
2,10,7,13,3,8
2,11,7,14,3,9
2,12,8,14,2,9
1,12,8,15,3,8
1,13,7,14,2,8
1,12,6,15,1,9
