Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,15,6,25,20,15
26,12,6,28,13,25
26,11,6,29,12,24
26,12,6,29,11,23
25,12,5,28,10,22
25,13,5,27,11,21
25,14,4,26,12,20
25,13,5,25,13,21
25,14,4,26,14,20
25,13,5,25,15,19
25,14,4,26,14,18
25,15,3,27,15,17
25,16,4,28,16,17
24,16,5,28,16,18
24,17,5,27,17,19
25,17,6,28,18,18
24,17,6,27,19,19
24,16,5,28,18,18
23,16,5,27,19,19
22,16,6,26,18,18
21,16,7,27,17,17
21,15,6,26,18,17
20,15,7,25,19,16
20,16,6,26,20,15
20,15,5,27,19,15
21,15,6,26,19,14
21,16,6,25,19,15
20,16,5,26,19,14
20,15,6,25,20,15
