Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,29,20,14,20,14
17,27,10,19,17,7
16,27,9,20,18,6
16,28,10,19,19,7
16,29,9,20,20,8
16,28,8,20,19,9
15,28,9,21,20,10
15,27,8,20,19,11
15,28,9,19,20,10
15,29,10,18,19,11
15,29,11,19,20,10
15,29,10,18,19,11
15,29,9,17,18,12
15,29,10,16,19,11
14,29,9,15,20,10
14,28,8,14,21,9
13,28,9,15,22,10
13,27,10,16,21,11
13,26,11,15,20,12
12,26,12,15,19,13
12,27,11,14,20,14
12,28,12,13,21,13
12,29,13,14,20,14
12,28,14,13,19,15
12,29,15,14,20,14
12,29,16,13,21,13
11,29,17,14,20,14
10,29,18,13,19,15
10,29,19,12,20,14
10,28,20,13,21,13
10,29,20,14,20,14
