Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
15,23,17,18,4,9
23,15,20,24,9,17
23,14,19,25,8,16
23,15,20,26,7,15
22,15,19,25,8,14
21,15,20,24,9,13
20,15,21,23,10,14
20,16,22,24,9,13
20,17,23,24,8,12
20,18,22,25,7,11
21,18,23,25,8,12
21,17,23,26,7,11
21,18,22,26,8,10
21,19,23,25,9,9
21,20,22,24,10,8
20,20,21,23,10,9
20,21,22,23,10,10
20,22,23,22,11,10
20,21,24,22,10,9
21,21,23,21,9,8
21,22,24,20,10,8
21,23,23,20,9,7
21,24,24,19,10,8
20,24,23,20,9,7
19,24,24,19,10,8
18,24,23,20,9,7
18,25,22,21,8,8
17,25,23,20,9,8
16,25,22,19,8,7
16,26,23,18,7,8
16,25,22,17,8,7
16,26,21,18,7,6
16,25,20,19,8,7
16,26,19,18,7,6
16,25,18,19,6,7
15,25,17,19,5,7
15,24,18,19,5,8
15,23,17,18,4,9
