Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,7,18,10,1,18
2,6,19,2,15,21
1,6,18,3,14,20
2,6,19,4,15,19
2,5,19,3,14,18
1,5,19,2,15,17
1,6,20,3,14,16
2,6,21,4,13,15
2,5,22,4,12,14
2,4,21,3,12,13
1,4,22,2,12,14
1,3,22,1,12,13
1,2,22,2,12,12
1,1,21,3,11,12
2,1,22,4,10,13
2,2,21,3,9,12
2,3,22,4,8,13
1,3,23,5,7,14
1,4,24,6,6,13
2,4,25,7,5,14
2,5,24,6,4,15
2,4,25,7,5,14
1,4,24,6,4,15
1,5,25,7,3,16
1,6,24,6,2,17
2,6,23,7,2,16
1,6,22,8,1,16
2,6,21,9,2,17
2,7,22,10,3,17
2,6,21,9,4,16
2,7,20,10,3,17
1,7,19,11,2,18
2,7,18,10,1,18
