Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,16,11,2,29,20
23,8,4,4,25,6
23,9,3,3,26,7
23,10,4,4,25,6
24,10,5,3,24,7
23,10,6,2,25,6
22,10,7,3,24,7
21,10,8,2,25,7
20,10,7,1,24,6
20,9,7,0,23,5
20,8,7,0,22,5
20,7,8,1,23,5
20,6,9,1,22,6
21,6,9,0,23,7
20,6,8,1,22,7
21,6,8,0,22,6
21,7,8,0,22,5
21,8,7,1,23,5
21,9,7,0,24,5
21,10,8,1,24,6
21,11,8,2,23,6
21,12,9,3,24,7
20,12,8,2,25,8
20,13,9,1,24,9
19,13,9,2,25,10
19,14,10,3,24,11
19,13,11,4,25,12
18,13,10,3,24,13
18,14,11,2,23,14
18,13,10,1,22,15
18,12,9,2,21,16
18,13,8,2,21,15
19,13,7,3,21,16
19,12,8,2,20,16
19,13,7,3,19,15
19,14,6,2,20,16
19,15,5,1,21,16
20,15,5,0,20,16
20,16,5,0,19,16
20,17,4,1,20,16
21,17,3,0,19,16
21,18,2,1,20,15
21,17,3,2,21,14
21,18,4,1,20,15
21,17,4,0,21,14
21,16,4,0,20,15
21,17,3,1,21,16
22,17,3,2,20,16
22,18,2,1,21,15
21,18,3,0,22,16
22,18,4,1,22,17
23,18,4,2,22,18
23,17,3,2,22,19
24,17,4,1,23,18
25,17,4,0,24,17
25,18,3,1,24,18
24,18,3,2,25,18
25,18,2,1,25,17
25,17,3,2,25,18
25,18,2,1,25,17
26,18,3,2,26,17
25,18,2,1,27,17
25,19,3,0,26,16
24,19,4,1,27,15
24,18,4,2,26,16
24,19,3,1,27,17
23,19,3,2,28,18
23,20,4,3,27,17
22,20,5,4,26,16
22,19,4,3,27,17
21,19,5,2,26,16
21,18,6,1,25,17
21,17,7,1,24,16
21,18,7,2,23,15
20,18,8,3,24,15
20,17,9,4,25,16
20,16,8,3,26,17
20,15,9,2,27,18
19,15,10,1,28,19
19,16,11,2,29,20
