Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,20,10,20,10,19
10,18,5,7,10,19
10,19,6,8,9,19
10,20,5,9,10,19
10,19,6,10,10,20
11,19,5,11,11,20
12,19,4,10,10,20
12,18,3,9,11,20
12,19,3,10,10,19
11,19,2,10,11,20
11,18,3,11,11,19
11,17,4,12,10,19
11,18,3,12,11,20
11,17,2,13,10,19
11,16,3,14,9,18
11,15,2,13,10,17
11,16,3,12,9,16
11,17,4,11,8,17
11,18,5,12,9,18
10,18,6,13,10,19
10,17,5,14,11,19
11,17,4,14,10,19
10,17,4,13,9,18
10,18,3,14,10,17
10,17,4,15,9,17
11,17,5,16,9,18
10,17,6,17,10,18
10,18,7,16,9,18
10,19,8,17,9,19
11,19,8,18,10,19
11,18,8,17,11,19
11,19,8,18,10,19
10,19,8,19,10,20
10,20,8,20,11,20
11,20,9,19,11,19
10,20,10,20,10,19
