X,Y
8,0
7,1
6,2
5,3
4,4
5,5
4,6
3,7
2,8
2,9
1,10
1,11
1,12
1,13
1,14
1,15
2,16
1,17
1,18
1,19
1,20
2,21
1,22
1,23
1,24
2,25
3,26
4,27
5,28
6,29
