X,Y
14,0
13,1
12,2
11,3
10,4
9,5
8,6
7,7
6,8
5,9
4,10
3,11
2,12
1,13
2,14
2,15
3,16
4,17
5,18
6,19
5,20
4,21
3,22
4,23
5,24
6,25
7,26
8,27
9,28
10,29
