X,Y
23,0
22,1
21,2
21,3
21,4
20,5
19,6
18,7
17,8
16,9
17,10
18,11
18,12
17,13
16,14
15,15
14,16
13,17
12,18
11,19
12,20
13,21
14,22
13,23
13,24
14,25
15,26
16,27
17,28
18,29
