X,Y
26,0
25,1
24,2
23,3
22,4
21,5
20,6
19,7
18,8
17,9
16,10
15,11
14,12
13,13
12,14
11,15
10,16
9,17
8,18
7,19
6,20
7,21
8,22
9,23
10,24
11,25
12,26
13,27
14,28
15,29
