X,Y
14,0
13,1
12,2
11,3
10,4
9,5
8,6
8,7
8,8
7,9
6,10
5,11
4,12
3,13
3,14
3,15
3,16
2,17
1,18
1,19
2,20
2,21
1,22
1,23
1,24
1,25
2,26
3,27
4,28
5,29
