X,Y
15,0
14,1
13,2
12,3
11,4
10,5
11,6
12,7
11,8
10,9
9,10
8,11
8,12
7,13
6,14
5,15
4,16
3,17
2,18
2,19
3,20
4,21
5,22
6,23
7,24
8,25
9,26
10,27
11,28
12,29
