X,Y
17,0
16,1
15,2
14,3
13,4
12,5
11,6
10,7
9,8
8,9
7,10
7,11
8,12
9,13
10,14
11,15
12,16
13,17
14,18
15,19
16,20
17,21
18,22
19,23
20,24
21,25
22,26
23,27
24,28
25,29
