X,Y
20,0
19,1
18,2
17,3
16,4
15,5
14,6
13,7
12,8
11,9
10,10
9,11
8,12
7,13
6,14
5,15
4,16
3,17
3,18
2,19
2,20
3,21
4,22
5,23
6,24
6,25
7,26
8,27
9,28
10,29
