X,Y
17,0
16,1
15,2
14,3
13,4
12,5
11,6
10,7
9,8
8,9
7,10
6,11
5,12
4,13
3,14
4,15
5,16
6,17
6,18
7,19
8,20
9,21
10,22
11,23
12,24
13,25
14,26
15,27
16,28
17,29
