X,Y
22,0
21,1
20,2
19,3
18,4
17,5
16,6
15,7
14,8
13,9
12,10
11,11
10,12
9,13
8,14
7,15
6,16
5,17
4,18
3,19
3,20
4,21
3,22
2,23
2,24
3,25
4,26
5,27
6,28
7,29
