X,Y
22,0
21,1
20,2
19,3
18,4
17,5
16,6
15,7
14,8
13,9
12,10
11,11
10,12
9,13
10,14
9,15
8,16
7,17
6,18
5,19
4,20
3,21
2,22
2,23
1,24
1,25
2,26
3,27
4,28
5,29
