X,Y
4,0
3,1
2,2
1,3
1,4
1,5
2,6
3,7
4,8
5,9
4,10
3,11
2,12
2,13
1,14
2,15
3,16
4,17
5,18
6,19
7,20
8,21
9,22
10,23
9,24
10,25
11,26
12,27
13,28
14,29
