X,Y
12,0
11,1
10,2
9,3
8,4
7,5
6,6
6,7
7,8
8,9
7,10
6,11
5,12
5,13
4,14
4,15
5,16
6,17
7,18
8,19
9,20
9,21
8,22
8,23
9,24
10,25
11,26
12,27
13,28
14,29
