X,Y
21,0
20,1
19,2
18,3
17,4
16,5
15,6
14,7
13,8
13,9
13,10
12,11
11,12
10,13
9,14
8,15
9,16
10,17
11,18
12,19
13,20
14,21
15,22
16,23
15,24
15,25
16,26
17,27
18,28
19,29
