X,Y
17,0
16,1
15,2
14,3
13,4
12,5
11,6
10,7
9,8
8,9
7,10
6,11
5,12
4,13
3,14
4,15
3,16
3,17
3,18
3,19
2,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
2,28
3,29
