X,Y
18,0
17,1
16,2
15,3
16,4
16,5
15,6
14,7
13,8
12,9
11,10
10,11
9,12
8,13
7,14
6,15
5,16
4,17
3,18
2,19
2,20
2,21
2,22
2,23
2,24
3,25
4,26
5,27
6,28
7,29
