X,Y
18,0
17,1
16,2
15,3
14,4
13,5
12,6
11,7
10,8
9,9
8,10
7,11
6,12
5,13
4,14
3,15
2,16
1,17
1,18
1,19
1,20
1,21
1,22
2,23
2,24
2,25
3,26
4,27
5,28
6,29
