X,Y
14,0
13,1
12,2
11,3
10,4
9,5
8,6
7,7
6,8
5,9
4,10
5,11
5,12
4,13
3,14
2,15
2,16
3,17
4,18
5,19
6,20
7,21
8,22
9,23
10,24
11,25
10,26
10,27
11,28
12,29
