X,Y
12,0
11,1
10,2
9,3
8,4
7,5
6,6
5,7
4,8
4,9
3,10
2,11
2,12
2,13
1,14
1,15
2,16
1,17
1,18
1,19
1,20
2,21
3,22
2,23
3,24
4,25
5,26
6,27
7,28
8,29
