X,Y
23,0
22,1
21,2
20,3
19,4
18,5
17,6
16,7
15,8
14,9
13,10
12,11
11,12
10,13
9,14
8,15
7,16
6,17
5,18
4,19
3,20
2,21
1,22
1,23
2,24
3,25
4,26
4,27
5,28
6,29
