X,Y
26,0
25,1
24,2
23,3
22,4
21,5
20,6
19,7
18,8
17,9
16,10
15,11
14,12
13,13
13,14
13,15
12,16
11,17
10,18
9,19
8,20
7,21
7,22
8,23
9,24
10,25
11,26
12,27
13,28
14,29
