X,Y
5,0
4,1
3,2
3,3
2,4
1,5
2,6
3,7
4,8
5,9
6,10
7,11
6,12
5,13
4,14
3,15
2,16
2,17
3,18
4,19
5,20
6,21
7,22
8,23
9,24
9,25
9,26
10,27
11,28
12,29
