X,Y
24,0
23,1
22,2
21,3
20,4
19,5
18,6
17,7
16,8
15,9
14,10
13,11
12,12
12,13
11,14
10,15
9,16
9,17
10,18
11,19
12,20
13,21
14,22
15,23
16,24
17,25
18,26
19,27
20,28
21,29
