X,Y
12,0
11,1
10,2
9,3
8,4
7,5
6,6
5,7
4,8
3,9
2,10
2,11
1,12
1,13
2,14
3,15
3,16
2,17
2,18
1,19
1,20
2,21
1,22
2,23
3,24
4,25
5,26
6,27
7,28
8,29
