X,Y
26,0
25,1
24,2
23,3
22,4
21,5
20,6
19,7
18,8
17,9
16,10
15,11
15,12
16,13
15,14
14,15
13,16
12,17
11,18
10,19
9,20
10,21
11,22
12,23
13,24
14,25
15,26
16,27
17,28
18,29
