X,Y
10,0
9,1
8,2
7,3
6,4
5,5
4,6
3,7
2,8
1,9
1,10
1,11
1,12
2,13
2,14
1,15
1,16
1,17
1,18
1,19
1,20
2,21
1,22
1,23
2,24
3,25
4,26
5,27
6,28
7,29
