X,Y
23,0
22,1
21,2
20,3
19,4
18,5
17,6
16,7
15,8
14,9
13,10
12,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
23,26
22,27
23,28
24,29
