X,Y
9,0
8,1
7,2
6,3
5,4
4,5
3,6
2,7
2,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
2,21
3,22
4,23
5,24
6,25
7,26
8,27
9,28
10,29
