X,Y
14,0
13,1
12,2
11,3
10,4
9,5
8,6
7,7
6,8
5,9
4,10
3,11
2,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
2,20
1,21
1,22
2,23
2,24
1,25
1,26
1,27
2,28
3,29
